name,companyType,employeeCountRange,foundedYear,industries,numFollowers,specialities,squareLogoUrl,websiteUrl,group
Avatrade,Privately Held,201-500,2006,Financial Services,more than 1000,"forex, commodities, indices",https://media.licdn.com/dms/image/C4D0BAQG6YmGboInt-w/company-logo_200_200/0?e=2132524800&v=beta&t=_Ai02EdBez2ViA3GuBx9mGg9opT3pN9Rru9NBCsXXAc,http://www.avatrade.com,finance
Irish Life Investment Managers,Public Company,51-200,1990,Financial Services,more than 1000,"asset management, bespoke products, indexation",https://media.licdn.com/dms/image/C510BAQGUMPBGTXbiHw/company-logo_200_200/0?e=2132524800&v=beta&t=rzrZt01rHfEw7bOpy4Hx99eb2o5A9YQtW0gbuRiyoB8,http://www.ilim.com,finance
Cornmarket Group Financial Services Ltd.,Privately Held,201-500,1972,Financial Services,more than 1000,"specialist financial advice, expert retirement planning, preferential financial services to ireland’s public sector",https://media.licdn.com/dms/image/C4D0BAQEql6p-Tfe9bA/company-logo_200_200/0?e=2132524800&v=beta&t=ygMnPp6dR053xQJx9eB1Jrcqr0mL8Y_yIzMLuZ2rfWc,http://www.cornmarket.ie,finance
Chill Insurance,Privately Held,201-500,2007,Insurance,more than 1000,"home insurance, motor insurance, marine insurance",https://media.licdn.com/dms/image/C560BAQH1Eg75MGRVVA/company-logo_200_200/0?e=2132524800&v=beta&t=q_N5vSZHV9-RdT3HCKhV2NspzJPeoi-CpvNPn9CwVYA,http://www.chill.ie/,finance
Harvest Financial Services,Privately Held,51-200,1993,Financial Services,more than 1000,"retirement planning, self administered pensions, approved retirement funds",https://media.licdn.com/dms/image/C4D0BAQHVOQvNl0WoZw/company-logo_200_200/0?e=2132524800&v=beta&t=7zNa26VgftlBNUcGMR7jAWflXRh8VF_Ptfz0S6uwX-Q,http://www.harvestfinancial.ie/,finance
Premier Tax Free (Fintrax Group Holdings),Privately Held,501-1000,1985,Financial Services,more than 1000,"tax free shopping, dynamic currency conversion, card payments",https://media.licdn.com/dms/image/C560BAQH619nd-cgkKA/company-logo_200_200/0?e=2132524800&v=beta&t=4CRSDcgP9LGUiw3Ju1LndJq5jU35JO2iFwlHCeuI5Kk,http://www.premiertaxfree.com/,finance
Accounting Technicians Ireland,Non Profit,11-50,1983,Accounting,more than 1000,not specified,https://media.licdn.com/dms/image/C4E0BAQFifcTI0MKN6A/company-logo_200_200/0?e=2132524800&v=beta&t=sffnKjBXGtuJAZUTukxDOaqYcOnZO7jrc_efSsZqsyU,http://www.AccountingTechniciansIreland.ie,finance
Ndrc,Privately Held,11-50,2006,Investment Management,more than 1000,"collaborative innovation, early stage investment, digital ventures",https://media.licdn.com/dms/image/C4D0BAQEOdXsh0RCMig/company-logo_200_200/0?e=2132524800&v=beta&t=YRFcBHn1S5TUb9rahrxwUE9DVqrIl8CxG61SDkAevSE,http://www.ndrc.ie/,finance
Crowe Ireland,Partnership,51-200,1941,Accounting,more than 1000,"audit, tax, company secretarial",https://media.licdn.com/dms/image/C4E0BAQGM30N2RWoBKw/company-logo_200_200/0?e=2132524800&v=beta&t=nvq1yJJ6k-NL06iLYfJA6NEXSDur_MJ4vb9JrTTPCdc,http://www.crowe.ie,finance
Positive Equity,Partnership,51-200,2008,Capital Markets,more than 1000,"futures, changing each other's lives, trading",https://media.licdn.com/dms/image/C4D0BAQFnDVAFtxa1aw/company-logo_200_200/0?e=2132524800&v=beta&t=VyE8QGIhP0wEeC2TS1plEaqVKAkuxNKnQkSL9mhW5M8,http://www.positive.ie,finance
Axa Life Europe,Public Company,51-200,2005,Financial Services,more than 1000,not specified,https://media.licdn.com/dms/image/C4E0BAQHyOjRzeRwD4w/company-logo_200_200/0?e=2132524800&v=beta&t=HaTfbDWWTmTm3a06eoC2YgTdyFxXNqvd7giIIPEAKJk,http://www.axa-lifeeurope.com,finance
Rsm Ireland,Partnership,51-200,Undisclosed,Accounting,more than 1000,"audit & assurance, tax, corporate recovery",https://media.licdn.com/dms/image/C4D0BAQHb-RQ-r1q_DA/company-logo_200_200/0?e=2132524800&v=beta&t=VQ68NgVfIO6ToaISxt7XF9kM9kBSKxioiaRXFnw9eFQ,http://www.rsmireland.ie,finance
Trade The News,Privately Held,51-200,1997,Financial Services,more than 1000,"breaking news analysis, forex analysis, international equities",https://media.licdn.com/dms/image/C4E0BAQGUEy_6I-hSkQ/company-logo_200_200/0?e=2132524800&v=beta&t=bDGA03oJaJ1P90-SPsfp-Sm6JmsYxCLiPO9SnUIBE4I,http://www.tradethenews.com,finance
Ifac Ireland,Public Company,201-500,1975,Accounting,more than 1000,"taxation, accounting, financial advice",https://media.licdn.com/dms/image/C510BAQEqfXyXj-9LhQ/company-logo_200_200/0?e=2132524800&v=beta&t=X6obz9eyU5eJiF3kNXCT8Mw-T22v4nD5s_cAjeKIcjI,http://www.ifac.ie,finance
Rbk Chartered Accountants,Privately Held,51-200,1958,Accounting,more than 1000,"chartered accountancy, taxation, business advisory",https://media.licdn.com/dms/image/C4E0BAQGSImg2VDkavA/company-logo_200_200/0?e=2132524800&v=beta&t=DLpNPIwpjLV1TAYJPvZZd0ppUnuSTNMjLzI_nFZWdrM,http://www.rbk.ie,finance
123.Ie,Privately Held,201-500,2002,Insurance,more than 1000,not specified,https://media.licdn.com/dms/image/C4D0BAQE0TbRCFIFQbw/company-logo_200_200/0?e=2132524800&v=beta&t=0ry7PEttBxSu7IOgU9vIT87xU3nTHlPmlm1e5kMpiHw,http://www.123.ie,finance
Eisneramper Ireland,Partnership,51-200,Undisclosed,Accounting,more than 1000,"financial services, international business, audit",https://media.licdn.com/dms/image/C4E0BAQEpeEjTLpXptg/company-logo_200_200/0?e=2132524800&v=beta&t=c2RWSdw4s-4zWUOPTybxuTED8budKaknA_umy4axa3o,http://www.eisneramper.ie,finance
Medserv,Privately Held,51-200,2005,Financial Services,more than 1000,"hospital consultant medical billing, private patient billing, accounts receivable management",https://media.licdn.com/dms/image/C4D0BAQFKvbe9PYps0g/company-logo_200_200/0?e=2132524800&v=beta&t=Ew9PO4HkxcuReRohSTfyh_ge6FNhpsDe_qojXulKxMw,http://www.medserv.ie,finance
Monex,Privately Held,51-200,1997,Financial Services,more than 1000,"dynamic currency conversion, dcc, ecommerce",https://media.licdn.com/dms/image/C510BAQFITkufNfbfcg/company-logo_200_200/0?e=2132524800&v=beta&t=D9E6CN13DthQ9MqEXORmyj9YG-1ElqHhfXmj_2fqyKk,http://www.monexfs.com,finance
Campion Insurance,Privately Held,51-200,1984,Insurance,more than 1000,"motor trade, fleet & haulage, bus & coach",https://media.licdn.com/dms/image/C4E0BAQFqmXjX8s0EFQ/company-logo_200_200/0?e=2132524800&v=beta&t=67I71VOmT9b7UGCoUNjyRd1z7Up5rrRZPEWElcFDr94,http://www.campioninsurance.ie,finance
Allianz Ireland,Privately Held,501-1000,1902,Insurance,more than 1000,"motor insurance, home insurance, pet insurance",https://media.licdn.com/dms/image/C4E0BAQHIFtOl9r-AIw/company-logo_200_200/0?e=2132524800&v=beta&t=nAYxbx1iDz4vosPQkb7igNeVCUtQVMS_oTk9hZAgXjk,http://www.allianz.ie,finance
Carne Group,Privately Held,51-200,2004,Financial Services,more than 1000,"independent directorships & oversight, fund & management company establishment, management company services",https://media.licdn.com/dms/image/C4E0BAQFu7s1kIkThKg/company-logo_200_200/0?e=2132524800&v=beta&t=o1kC_gGAyqvy-bdy6KLZB9jUe6LZEH1aKSYSQlHi5lg,http://www.carnegroup.com/,finance
My Office,Self Employed,1-50,Undisclosed,Accounting,500-1000,not specified,https://static1.squarespace.com/static/                                     543fa8a4e4b07a3fedf53cf8/t/59f7a805ec212d5a70dc4212/                                     1509403020299/fullsizeoutput_5147.jpeg,http://www.myoffice.ie,finance
Liberty Insurance Ireland,Public Company,1001-5000,1912,Insurance,more than 1000,insurance,https://media.licdn.com/dms/image/C560BAQFOhTQ6f8EyFQ/company-logo_200_200/0?e=2132524800&v=beta&t=cEVvSKdVwbBYo30lzJgqHBAVN8MBwrtWOkvWUwBLgjU,http://www.libertyinsurance.ie,finance
Eagle Alpha,Privately Held,11-50,2012,Financial Services,more than 1000,"alternative data, investment management, research reports",https://media.licdn.com/dms/image/C510BAQEfpUQnXdw-gw/company-logo_200_200/0?e=2132524800&v=beta&t=VLK4DFWrJx3kcGVYqW3Kbq-UN899-UJ4dedXVPLPXAc,http://www.eaglealpha.com,finance
Omnipay,Privately Held,51-200,2000,Financial Services,more than 1000,"multi-currency acquiring, dynamic currency conversion, internet payment acquiring",https://media.licdn.com/dms/image/C4D0BAQFFjwzXMhXQFQ/company-logo_200_200/0?e=2132524800&v=beta&t=TybxFuZvMjlRsWy21YPPUHkn5v_3AOeBDyZsWXH5HYA,http://www.omnipaygroup.com,finance
Harcourt Developments,Privately Held,1001-5000,1964,Real Estate,more than 1000,"construction, property management, civic arts",https://media.licdn.com/dms/image/C4E0BAQHeS9nxohm7dA/company-logo_200_200/0?e=2132524800&v=beta&t=oDY7Jo8dTgm3ZaZCnzYI65sF0-qSzbnC-h5xjNQnr-U,http://www.harcourtdev.com,finance
Shannon Commercial Properties,Public Company,51-200,2014,Commercial Real Estate,more than 1000,"commercial property, leasing, property development",https://media.licdn.com/dms/image/C560BAQEEPxTFILqLBw/company-logo_200_200/0?e=2132524800&v=beta&t=kxFVOpCV7W56u1a4OhTi8yi5C5gkmZCNxNAmvViDxyU,http://www.shannonproperties.ie,finance
Frontline Ventures,Public Company,2-10,2012,Venture Capital,more than 1000,not specified,https://media.licdn.com/dms/image/C4E0BAQHET6AZI1y_vA/company-logo_200_200/0?e=2132524800&v=beta&t=eab1KjEGlEYiL9wVqWwu7ILlXOktJIsxNHdP-hdfHxU,http://www.frontline.vc/,finance
Baker Tilly Hughes Blake,Partnership,51-200,1922,Accounting,more than 1000,"entrepreneurial owner managed businesses, fundraising, family businesses",https://media.licdn.com/dms/image/C560BAQHhNU15rfHo_g/company-logo_200_200/0?e=2132524800&v=beta&t=4ANNQXJRdIF1lDfFCshboPQi3DrE_ynFwOcbA_BAsP0,http://www.bakertillyhb.ie,finance
Crowleys Dfk,Privately Held,51-200,1975,Accounting,more than 1000,"audit & assurance, advisory services, tax",https://media.licdn.com/dms/image/C560BAQGuDAfLWOIcvA/company-logo_200_200/0?e=2132524800&v=beta&t=enBapNXYY664j9Op6KUPn4DrSHeLPvhkXjjlse2Iw3M,http://www.crowleysdfk.ie,finance
Knight Frank Ireland,Privately Held,51-200,2004,Real Estate,more than 1000,"commercial property, residential property, investments",https://media.licdn.com/dms/image/C510BAQGX40Tn0L8Z8A/company-logo_200_200/0?e=2132524800&v=beta&t=odUdyjuxhjMF4jKgftWn7Mx_8-0Fu5jbP4pX2GYbVxs,http://www.knightfrank.ie/,finance
Bolands Quay,Privately Held,2-10,Undisclosed,Real Estate,more than 1000,not specified,https://media.licdn.com/dms/image/C560BAQGBVzy2WfBafw/company-logo_200_200/0?e=2132524800&v=beta&t=9_JVmrEioawFs_hk9c94hjmKMjFnuY_7vxyfso2aj2w,http://www.bolandsquay.com,finance
Iput,Public Company,11-50,1967,Investment Management,more than 1000,not specified,https://media.licdn.com/dms/image/C560BAQFAMM6JM03tVQ/company-logo_200_200/0?e=2132524800&v=beta&t=i0iQ0QAIIWxe9XnGNCQ56TulbV3MR5rcNbcpezvUSNE,http://www.iput.com,finance
Linked Finance,Privately Held,11-50,2011,Financial Services,more than 1000,"crowd funding platform, bank loan alternative, peer to peer lending",https://media.licdn.com/dms/image/C4E0BAQEGGtFRQPV9Sg/company-logo_200_200/0?e=2132524800&v=beta&t=dKajCpll89Bj8aLsxuGgQKLElzB2JfjZyugA79fiiEo,http://www.linkedfinance.com,finance
Global Shares,Privately Held,51-200,2005,Financial Services,more than 1000,"global stock plan administration, managment & consulting, equity plan management",https://media.licdn.com/dms/image/C4E0BAQF71mOhJIUPMw/company-logo_200_200/0?e=2132524800&v=beta&t=_oVFg819gw3cEqSkEb2bmcELJuUHQMh_asSwgGWBfkM,http://www.globalshares.com/,finance
Osk,Partnership,51-200,Undisclosed,Accounting,more than 1000,"audit & accountancy, international tax, contractor accountants",https://media.licdn.com/dms/image/C560BAQGMKkkVviil7g/company-logo_200_200/0?e=2132524800&v=beta&t=RoNmxOvrn3rKGJk6GT9Ea4qa6HLJMvTqgfvCO-U4PWE,http://www.osk.ie,finance
Quinn Direct Insurance,Privately Held,1001-5000,1996,Insurance,more than 1000,"private motor insurance, commercial insurance, motorcycle insurance",https://media.licdn.com/dms/image/C560BAQGGN6WmKMpg4A/company-logo_200_200/0?e=2132524800&v=beta&t=NFi7MFk0DO4vxzSHUonkR4SkTnYMosoSdkXdv_YtN34,http://www.quinn-insurance.com,finance
Future • Finance,Privately Held,51-200,2013,Financial Services,more than 1000,"private student lending, fintech",https://media.licdn.com/dms/image/C4E0BAQEnjKCaj_GLvQ/company-logo_200_200/0?e=2132524800&v=beta&t=BmeedbVA-pMujVVTqLLD0B1XHZgp43xNZZWCfrzdxJY,http://www.futurefinance.com/uk?mid=120,finance
Centaur,Self Employed,51-200,2009,Financial Services,more than 1000,"hedge funds, alternative funds, private equity funds",https://media.licdn.com/dms/image/C560BAQEIj-6-XdatRA/company-logo_200_200/0?e=2132524800&v=beta&t=3vW4W3wjCjygXE-IOTVm0OSsnMnR2049cdu8sXT_ChI,http://www.centaurfs.com,finance
Willis Towers Watson Ireland,Public Company,201-500,1903,Insurance,more than 1000,"risk management, insurance, employee benefits solutions",https://media.licdn.com/dms/image/C510BAQEwj0nGaekglQ/company-logo_200_200/0?e=2132524800&v=beta&t=-Y-J0bhJTJK58V9PojUYBCCsobe7v03xmPefMF5UBNw,http://www.willistowerswatson.com,finance
Taxback International - Smarter Vat Recovery,Privately Held,501-1000,1996,Financial Services,more than 1000,"foreign vat recovery, domestic vat recovery, vat compliance",https://media.licdn.com/dms/image/C560BAQGpjOULPEGHHQ/company-logo_200_200/0?e=2132524800&v=beta&t=PHDHD-FjcdJizCPMORsw_pOoEDExF_1MQUrbLT3Vz2Y,http://www.taxbackinternational.com,finance
Invesco Ltd ,Privately Held,51-200,1991,Financial Services,more than 1000,"pensions & employee benefits administration, investment advice & consulting, actuarial consulting",https://media.licdn.com/dms/image/C4D0BAQGXxPdMeiKfnA/company-logo_200_200/0?e=2132524800&v=beta&t=2YK2JML1m9OCSDQM-wlNnTa3Jyivc4PCg1ciJXytU7k,http://www.invesco.ie,finance
Cantor Fitzgerald Ireland,Privately Held,51-200,1995,Financial Services,more than 1000,"investment management, debt capital markets, investment banking",https://media.licdn.com/dms/image/C4E0BAQEbTqLKM886pA/company-logo_200_200/0?e=2132524800&v=beta&t=AeOujBz9UfmyEr3B6bNhlvv3LlNiqx4nmqnH2TNX1Q0,http://www.cantorfitzgerald.ie,finance
Merrion Capital Group,Privately Held,51-200,1999,Financial Services,more than 1000,not specified,https://media.licdn.com/dms/image/C510BAQEZq9Ttjzw9sg/company-logo_200_200/0?e=2132524800&v=beta&t=mQzkgIVO5NkizTRZap-HnrKEIszi_hqXAt9dBRTLCJY,http://www.merrion-capital.com,finance
Seb Life International,Public Company,51-200,Undisclosed,Financial Services,more than 1000,"life assurance, unit-linked funds, portfolio bonds",https://media.licdn.com/dms/image/C510BAQEa_Sxh1e9KSg/company-logo_200_200/0?e=2132524800&v=beta&t=tJDBwZw5nvptZTnA1NxzROoebPK6m2YZmZvDK-1l26w,http://www.seb.ie/sebweb/,finance
The Trusted Advisor Group,Privately Held,2-10,2011,Financial Services,more than 1000,"compliance & technical support, investment analysis & research, business planning & strategy",https://media.licdn.com/dms/image/C510BAQF9DB8jgQ7HMQ/company-logo_200_200/0?e=2132524800&v=beta&t=j5k2tCOiSU-NMkSOmXvD-3Mrh0Xdfw_UWmF6K5k3qS0,http://www.trustedadvisorgroup.ie,finance
Sumi Trust Global Asset Services,Privately Held,201-500,1990,Financial Services,more than 1000,"fund accounting, fund financial reporting, transfer agency/shareholder services",https://media.licdn.com/dms/image/C4D0BAQGsRNBC63BitA/company-logo_200_200/0?e=2132524800&v=beta&t=BhJzRIuqbbhOXEFFrokl-TfZmKYhoUtM6jRgqYVGCc0,http://www.sumitrustgas.com,finance
Property Investment Ireland,Privately Held,1-50,2013,Real Estate,more than 1000,"investment real estate, international real estate, negotiation",https://media.licdn.com/dms/image/C4D0BAQGhdizXB6IayA/company-logo_200_200/0?e=2132524800&v=beta&t=3faps_kK4LLS2UNBGHqyTV-WIg3krfaPfLgkXVjHPms,http://www.propertyinvestment.ie,finance
Iconic Offices,Privately Held,51-200,2013,Commercial Real Estate,more than 1000,"serviced offices, meeting rooms, semi serviced offices",https://media.licdn.com/dms/image/C4D0BAQEX-uwypmCmFw/company-logo_200_200/0?e=2132524800&v=beta&t=dX2isUX-6w5Q29hacDnwkKnhBD2kqYxO8aFK9i7Yjpo,http://www.iconicoffices.ie/,finance
Jll Ireland,Privately Held,51-200,1964,Real Estate,more than 1000,not specified,https://media.licdn.com/dms/image/C4E0BAQHTz2VzyyEJig/company-logo_200_200/0?e=2132524800&v=beta&t=xarJy7HRXSZloayKJa7mN-gaJcgaoUHbTN5w-nk7kug,http://www.jll.ie,finance
Aegon Ireland,Public Company,201-500,2002,Insurance,more than 1000,"variable annuities, unit-linked guarantees, offshore bonds",https://media.licdn.com/dms/image/C4E0BAQEfnYYrfaVP6A/company-logo_200_200/0?e=2132524800&v=beta&t=ptC0OxCwV0hziPzW9PX7Lz-OmLFQ50FsuaDn_7GklVg,http://www.athora.com/ie,finance
O'Leary Insurances Ltd,Privately Held,51-200,1961,Insurance,more than 1000,"commercial insurance, personal insurance, health insurance",https://media.licdn.com/dms/image/C4D0BAQGodE-iD_z3TA/company-logo_200_200/0?e=2132524800&v=beta&t=l8WlofGYMukhQzLo_UYLedJbswpHbT8SIcrUo1StBMM,http://www.olearyinsurances.ie,finance
Fideuram Asset Management (Ireland) Dac,Privately Held,51-200,2001,Financial Services,more than 1000,asset management,https://media.licdn.com/dms/image/C4E0BAQFuvdfGPB5kVA/company-logo_200_200/0?e=2132524800&v=beta&t=7q6ndPTHhB-AuuHt55GPbAEQKGW4jp3zwShx-XVDPl4,http://www.fideuramireland.ie/,finance
Global M&A Partners,Privately Held,201-500,1999,Investment Banking/Venture,more than 1000,"mergers & acquisitions, ipo's, fundraisings",https://media.licdn.com/dms/image/C4E0BAQFYVSk6nQXFTA/company-logo_200_200/0?e=2132524800&v=beta&t=P1wgHxl_ZHyK5B_8Om5Fu4viWdSQV11kCjheVDg9iuE,http://www.globalma.com/,finance
Aqmetrics,Privately Held,11-50,2012,Financial Services,more than 1000,"ai, market surveillance, regulatory reporting",https://media.licdn.com/dms/image/C4D0BAQGKBbGUjFbsIg/company-logo_200_200/0?e=2132524800&v=beta&t=4SQeveV6fFVv7YPptP2nVxr_sFmJ0Nn6oQs5dsub7HE,http://www.aqmetrics.com,finance
Cairn Plc,Public Company,51-200,2015,Real Estate,more than 1000,"residential construction, quality home builder",https://media.licdn.com/dms/image/C560BAQFntboQSofE0g/company-logo_200_200/0?e=2132524800&v=beta&t=2CbWbBuYXpAkXs_u5G8zWXXNrWpN9oPkJ0xFp18mozg,http://www.cairnhomes.com,finance
Trinity Student Managed Fund,Public Company,51-200,Undisclosed,Investment Management,more than 1000,not specified,https://media.licdn.com/dms/image/C560BAQH03T2WKgvl3w/company-logo_200_200/0?e=2132524800&v=beta&t=iYVtQnbzj9ERt_AxMIwEGzuXO5UPe6e3qRrBGM0b_XQ,http://www.trinitysmf.com,finance
Contracting Plus,Privately Held,51-200,2002,Accounting,more than 1000,"accountants for professional contractors, tax advice",https://media.licdn.com/dms/image/C4E0BAQH2iOovNTG90w/company-logo_200_200/0?e=2132524800&v=beta&t=AoikjO1dQo7bWOtZmpaBhDvaoNW9l0nD8Gpzxk368dk,http://www.contractingplus.com,finance
Broadlake,Privately Held,2-10,2008,Venture Capital,more than 1000,"private equity, venture capital, support services",https://media.licdn.com/dms/image/C510BAQFewT4IV3glEQ/company-logo_200_200/0?e=2132524800&v=beta&t=qIP33JNsBdT_3Li77D8QwF-g1l6qMgcqYLEUOKTZgT8,http://www.broadlake.ie,finance
Orion,Privately Held,2-10,Undisclosed,Accounting,500-1000,not specified,https://static1.squarespace.com/static/                                     543fa8a4e4b07a3fedf53cf8/t/59f7a805ec212d5a70dc4212/                                     1509403020299/fullsizeoutput_5147.jpeg,http://www.Undisclosed,finance
"Ifg Pensions, Investments & Advisory Services",Public Company,201-500,1991,Financial Services,more than 1000,"corporate pensions, investments & advisory services, personal financial & wealth planning",https://media.licdn.com/dms/image/C4D0BAQH_nxdf-Pe45A/company-logo_200_200/0?e=2132524800&v=beta&t=HZqZiwsYbAAwBLASwQPp2tPe_b6k2PEWBda2cHadsqo,http://www.ifg.ie,finance
Ipsi,Privately Held,201-500,1998,Financial Services,500-1000,"third party administration, it solutions, solvency ii",https://media.licdn.com/dms/image/C560BAQHYhTHiGrQZog/company-logo_200_200/0?e=2132524800&v=beta&t=7S88oJosg48J3njaF6PsACx3ORyKXmznNnIuDKs8ieU,http://www.ipsi.ie,finance
Boi Payment Acceptance,Privately Held,51-200,2015,Financial Services,more than 1000,"card acquiring, ecommerce solutions",https://media.licdn.com/dms/image/C510BAQF3wav4qjLytg/company-logo_200_200/0?e=2132524800&v=beta&t=zqYc0ZuJ9fVpQCbYyfDCG4ly8j8Ly9gGuRorMfOVhM8,http://www.boipa.com,finance
Ncb Group,Privately Held,51-200,Undisclosed,Financial Services,more than 1000,"institutional equities, wealth management, corporate finance",https://media.licdn.com/dms/image/C4E0BAQE1HoBNiC4OHA/company-logo_200_200/0?e=2132524800&v=beta&t=wBlRe8HfBl108JQ9_931CUyYAjQPxxY1zOKAiIvDJPw,http://www.investec.ie,finance
Fire.Com,Privately Held,11-50,2009,Financial Services,more than 1000,"debit cards, current accounts, payments",https://media.licdn.com/dms/image/C510BAQECi5AOni8ypA/company-logo_200_200/0?e=2132524800&v=beta&t=kCd09wftKYKe9kYueJSSTWiun9K9SUneWrgo4RETb-Y,http://www.fire.com,finance
Cooney Carey,Privately Held,11-50,1983,Accounting,more than 1000,"corporate rescue services, business development, tax planning",https://media.licdn.com/dms/image/C4E0BAQGqgTC-VD4pgg/company-logo_200_200/0?e=2132524800&v=beta&t=nd7h46nrMN2TswM9whKg3dubRwaSTEPRVhLVBNXXS2o,http://www.cooneycarey.ie,finance
Myhome.Ie,Privately Held,11-50,2001,Real Estate,more than 1000,"property for sale & to rent, residential property, rental property",https://media.licdn.com/dms/image/C4E0BAQHym1P71wvBKw/company-logo_200_200/0?e=2132524800&v=beta&t=F_qER7StEVuEFLs0Z63ZDyeSQkkNC3DWrhJNxdTmI-U,http://www.myhome.ie/,finance
Fti Treasury,Privately Held,11-50,1988,Financial Services,more than 1000,"treasury outsourcing, treasury consultancy, treasury services",https://media.licdn.com/dms/image/C510BAQGPekLTLBhOWA/company-logo_200_200/0?e=2132524800&v=beta&t=fmz48_m0Cl_7CY5oh-e1sSrswGOfBO8I08nbAkly0VY,http://www.ftitreasury.com,finance
Kerten,Privately Held,2-10,Undisclosed,Venture Capital,more than 1000,not specified,https://media.licdn.com/dms/image/C560BAQGTnHMq_FsKqQ/company-logo_200_200/0?e=2132524800&v=beta&t=_ALWaZ8s9d9dY5YGia_DPfKQ9R9VhldEQSHaZQINVmY,http://www.kerten.com,finance
Ibi Corporate Finance,Privately Held,11-50,1966,Investment Banking/Venture,more than 1000,"corporate finance advisory, joint ventures, m&a",https://media.licdn.com/dms/image/C4D0BAQHqi9Hk4zLlnQ/company-logo_200_200/0?e=2132524800&v=beta&t=TTi_rl7Y001VqCsQctTeFUyNYnc0ZfyiDBgYrD6wkBE,http://www.ibicorporatefinance.ie,finance
Green Reit Plc,Public Company,11-50,Undisclosed,Real Estate,more than 1000,"commercial real estate, property development, asset management",https://media.licdn.com/dms/image/C4D0BAQGpQQoKlV9bwg/company-logo_200_200/0?e=2132524800&v=beta&t=a9CnmrlIhWhQU4d2iVJTRsKE6nM6N4BXWEKbVpWpCnI,http://www.greenreitplc.com,finance
Alpha Fintech,Privately Held,51-200,2011,Financial Services,more than 1000,"global payments, payment products, global merchant acquiring",https://media.licdn.com/dms/image/C4E0BAQHn3e7jDqKY7Q/company-logo_200_200/0?e=2132524800&v=beta&t=EYm92uF_BxU-rKkVasCMp25GOvLcQ3oHnCopAXB5lpg,http://www.alphafin.tech,finance
Atlantic Bridge,Privately Held,11-50,2006,Venture Capital,more than 1000,not specified,https://media.licdn.com/dms/image/C4E0BAQEauP2xV9AZ1g/company-logo_200_200/0?e=2132524800&v=beta&t=3ACFWRjmRQ3o8gMHE3clSTI2DBTa4wrVXKp9vE-S__E,http://www.abven.com,finance
Ml Capital,Privately Held,11-50,Undisclosed,Investment Management,more than 1000,"ucits, hedge funds, alternative ucits",https://media.licdn.com/dms/image/C4D0BAQGkHYUyJw1ngg/company-logo_200_200/0?e=2132524800&v=beta&t=29LpE0oc1DbACDHCynXlqD8MS5KKg47XcAQRlqQqWsA,http://www.mlcapital.com,finance
Nexgen,Privately Held,51-200,2000,Financial Services,500-1000,corporate finance,https://static1.squarespace.com/static/                                     543fa8a4e4b07a3fedf53cf8/t/59f7a805ec212d5a70dc4212/                                     1509403020299/fullsizeoutput_5147.jpeg,http://www.nexgenfs.com,finance
Apex Fund Services (Ireland) Ltd.,Privately Held,1001-5000,2003,Financial Services,500-1000,not specified,https://media.licdn.com/dms/image/C560BAQH2TpriopRpRw/company-logo_200_200/0?e=2132524800&v=beta&t=RzR_AudigeHH8nvC84J6hQ68obDdk70kXH-5HEJKQDw,http://www.apexfundservices.com/locations/ireland-dublin,finance
Amatino ,Partnership,11-50,1993,Accounting,more than 1000,"accounts, auditiing, taxation",https://media.licdn.com/dms/image/C4D0BAQFQhIZaKhrX_A/company-logo_200_200/0?e=2132524800&v=beta&t=FuFN7naYQ3eEIiMBSjei94N1NxFD_L3cvRvSNpKi71E,http://www.amatino.ie,finance
Ipav - Institute Of Professional Auctioneers And Valuers,Public Company,501-1000,1971,Real Estate,more than 1000,"professional auctioneers, professional valuers",https://media.licdn.com/dms/image/C4E0BAQFPq2zfP9Ry1w/company-logo_200_200/0?e=2132524800&v=beta&t=CNMf5KKWhoX514SB5ysSGvXO0kywIEWszXmuGwheyvk,http://www.ipav.ie/,finance
"Pkf O'​Connor, Leddy & Holmes Limited",Partnership,51-200,1962,Accounting,more than 1000,"audit & assurance, insolvency & corporate recovery, tax advisory & compliance",https://media.licdn.com/dms/image/C4E0BAQEXw4Pk1gzHpA/company-logo_200_200/0?e=2132524800&v=beta&t=FeQLlc4oXFzYIVTdsb98F41iUYNOmupZhJbjOPIEJDI,http://www.pkf.ie,finance
"Office Of The Comptroller And Auditor General, Ireland",Government Agency,51-200,1866,Accounting,500-1000,not specified,https://media.licdn.com/dms/image/C4D0BAQGvBriHm0JIxg/company-logo_200_200/0?e=2132524800&v=beta&t=pjI9-V-iesAey0unvSwLB2XmUqauT6Cr-T93Yyx4kUU,http://www.audgen.gov.ie,finance
Bannon,Privately Held,11-50,2005,Real Estate,500-1000,"property management, valuations, rent reviews",https://media.licdn.com/dms/image/C4E0BAQGtAfNwAXLr1g/company-logo_200_200/0?e=2132524800&v=beta&t=2SUOJsHo87N0Ig5VGGie8adfoddFbXLpfldObWn3QC0,http://www.bannon.ie,finance
Quintillion Limited,Public Company,51-200,2006,Financial Services,500-1000,"hedge fund administration, middle office support, investor services",https://media.licdn.com/dms/image/C4D0BAQELNvAyYHwl3A/company-logo_200_200/0?e=2132524800&v=beta&t=5tFPVXI7jYvg8H4G-2ofVfzsoWp7LvFEx_IKMs0RwEM,http://www.quintillion.com,finance
